ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
form_550,Swahili,English,la,,,
form_551,Mandaic,Unknown,ࡋࡀ,,,
form_552,Classical_Syriac,no,ܠܳܐ,,,
form_553,Hebrew,no,לֹא,,,
form_554,Phoenician,Unknown,𐤋𐤀,,,
form_555,Ugaritic,Ugaritic,𐎍,,,
form_556,Mehri,Unknown,لَأ,,,
form_557,Proto-Semitic,king,malk-,,,
form_558,Akkadian,king,𒈠𒀠𒆪𒌝,,,
form_559,Gulf_Arabic,king,مَلِك,,,
form_560,Armenian,melik,մելիք,,,
form_561,Maranao,1English,malik,,,
form_562,Iranian_Persian,king,ملک,,,
form_563,Tajik,regional,малик,,,
form_564,Indonesian,1English,malik,,,
form_565,Sanskrit,king,मलिक,,,
form_566,Turkish,1English,melik,,,
form_567,Serbo-Croatian,1English,mèlik,,,
form_568,Serbo-Croatian,Unknown,мѐлик,,,
form_569,Mandaic,king,ࡌࡀࡋࡊࡀ,,,
form_570,Classical_Syriac,king,ܡܰܠܟܴ݁ܐ,,,
form_571,Ammonite,king,𐤌𐤋𐤊,,,
form_572,Hebrew,king,מֶלֶךְ,,,
form_573,Moabite,king,𐤌𐤋𐤊,,,
form_574,Phoenician,king,𐤌𐤋𐤊,,,
form_575,Ugaritic,king,𐎎𐎍𐎋,,,
form_576,Minaean,king,𐩣𐩡𐩫,,,
form_577,Sabaean,king,𐩣𐩡𐩫,,,
form_578,Qatabanian,king,𐩣𐩡𐩫,,,
form_579,Safaitic,master,𐪃𐪁𐪋,,,
form_580,Amharic,god,አምላክ,,,
form_581,Geez,god,አምላክ,,,
form_582,Proto-Semitic,sweet,mataḳ-,,,
form_583,Akkadian,sweet,𒈠𒋫𒄣,,,
form_584,Aramaic,Unknown,מתק,,,
form_585,Hebrew,Unknown,מתק,,,
form_586,Geez,Unknown,መተቀ,,,
form_587,Proto-Semitic,sweetness,matḳ-,,,
form_588,Hittite,Unknown,𒃻𒆸𒊏𒆯𒆯,,,
form_590,Luwian,Unknown,𒈪𒀉𒂵𒄿𒈪,,,
form_591,Hebrew,Unknown,מֹתֶק,,,
form_592,Hebrew,Unknown,מֶתֶק,,,
form_593,Geez,Unknown,መተቀ,,,
form_594,Proto-Semitic,die,mawut-,,,
form_595,Akkadian,die,𒁁,,,
form_596,Arabic,Unknown,مَاتَ,,,
form_597,Classical_Syriac,dead,ܡܺܝܬ,,,
form_598,Hebrew,Dead,מֵת,,,
form_599,Ugaritic,man,𐎎𐎚,,,
form_600,Sabaean,Unknown,𐩣𐩥𐩩,,,
form_601,Safaitic,die,𐪃𐪚𐪉,,,
form_602,Geez,die,ሞተ,,,
form_603,Tigre,die,ሞተ,,,
form_604,Tigrinya,die,ሞተ,,,
form_605,Amharic,die,ሞተ,,,
form_606,Harari,Unknown,ሞታ,,,
form_607,Mehri,Unknown,mōt,,,
form_608,Proto-Semitic,Unknown,may-,,,
form_609,Proto-Semitic,skin,mašk-,,,
form_610,Akkadian,Sumerogram,𒋢,,,
form_611,Arabic,grab,مَسْك,,,
form_612,Classical_Mandaic,Unknown,ࡌࡉࡔࡊࡀ,,,
form_613,Classical_Mandaic,Unknown,ࡌࡀࡔࡊࡀ,,,
form_614,Modern_Aramaic,anatomy,ܡܫܟܐ,,,
form_615,Modern_Aramaic,anatomy,ܡܫܟܐ,,,
form_616,Classical_Syriac,anatomy,ܡܶܫܟܴ݁ܐ,,,
form_617,Ancient_Greek,sheepskin,μέσκος,,,
form_618,Armenian,skin,մաշկ,,,
form_619,Cappadocian_Greek,Unknown,μάσκι,,,
form_620,Old_Georgian,blanket,მაშკი,,,
form_621,Romani,even_if,maski,,,
form_622,Chagatai,Unknown,مشك,,,
form_623,Chagatai,Unknown,مشیك,,,
form_624,Ottoman_Turkish,Unknown,مشك,,,
form_625,Hebrew,extent,מֶשֶׁךְ,,,
form_626,Proto-Semitic,from,min,,,
form_627,Arabic,of,مِن,,,
form_628,Arabic,of,مِنَ,,,
form_629,Classical_Syriac,from,ܡܺܢ,,,
form_630,Hebrew,from,מִן,,,
form_631,Punic,Unknown,𐤌𐤍,,,
form_632,Punic,Unknown,𐤌-,,,
form_633,Punic,2English,my-,,,
form_634,Sabaean,Unknown,𐩣𐩬,,,
form_635,Sabaean,Unknown,Haram,,,
form_636,Safaitic,Unknown,𐪃𐪌,,,
form_637,Safaitic,Unknown,𐪃-,,,
form_638,Geez,mother,እም,,,
form_639,Geez,Unknown,እምነ,,,
form_640,Tigre,protasis,ምን,,,
form_641,Amharic,what,ምን,,,
form_642,Proto-Semitic,hundred,miʔat-,,,
form_643,Akkadian,Unknown,𒈨𒀜,,,
form_644,Akkadian,Unknown,𒈠𒀜,,,
form_645,Akkadian,I,𒈨𒂊,,,
form_646,Akkadian,Unknown,𒈨𒌈,,,
form_647,Gulf_Arabic,hundred,امية,,,
form_648,Egyptian_Arabic,water,مية,,,
form_649,Hijazi_Arabic,water,مية,,,
form_650,South_Levantine_Arabic,water,مية,,,
form_651,Maltese,table,mija,,,
form_652,Central_Atlas_Tamazight,hundred,ⵎⵢⴰ,,,
form_653,Swahili,1English,mia,,,
form_654,Classical_Syriac,hundred,ܡܐܶܐ,,,
form_655,Classical_Syriac,Unknown,ܡܳܐܬܳܐ,,,
form_656,Dutch,Unknown,meier,,,
form_657,Amharic,hundred,መቶ,,,
form_658,Tigrinya,hundred,ሚእቲ,,,
form_659,Proto-Semitic,inwards,miʕay-,,,
form_660,Akkadian,liver,𒌍,,,
form_661,Akkadian,liver,𒈬𒌑𒌈,,,
form_662,Arabic,gut,مِعًى,,,
form_663,Arabic,gut,مَعًى,,,
form_664,Arabic,Unknown,مَعْي,,,
form_665,Arabic,gut,مِعَاء,,,
form_666,Aramaic,Unknown,מְעָא,,,
form_667,Aramaic,anatomy,ܡܰܥܝܳܐ,,,
form_668,Aramaic,Unknown,etc.,,,
form_669,Aramaic,Unknown,ܡܥܽܘܬܳܐ,,,
form_670,Aramaic,1English,absolute state,,,
form_671,Aramaic,fountain,מַעְיָנָא,,,
form_672,Hebrew,Unknown,מֵעֶה,,,
form_673,Hebrew,Maine,מַעְיָן,,,
form_674,Hebrew,Unknown,מֵעִים,,,
form_675,Hebrew,Unknown,מֵעַיִם,,,
form_676,Hebrew,intestine,מְעִי,,,
form_677,Hebrew,Unknown,מֵעוֹת,,,
form_678,Geez,bowels,አማዑት,,,
form_679,Geez,bowels,አምዑት,,,
form_680,Geez,bowels,አምዑት,,,
form_681,Geez,bowels,አማዑት,,,
form_682,Geez,Unknown,አማዕዋት,,,
form_683,Tigrinya,bowels,አምዑት,,,
form_684,Tigre,bowels,አምዒት,,,
form_685,Tigre,bowels,አምዑት,,,
form_686,Tigre,Unknown,ዐምዒት,,,
form_687,Harsusi,Unknown,mʕeyīn,,,
form_688,Mehri,Unknown,məʔwəyēn,,,
form_689,Mehri,Unknown,məʔəwəyēn,,,
form_690,Soqotri,Unknown,miʕḥo,,,
form_691,Soqotri,Unknown,míḥo,,,
form_692,Proto-Semitic,foal,muhr-,,,
form_693,Akkadian,Unknown,𒀲𒍑,,,
form_694,Arabic,settle,مُهْر,,,
form_695,Amorite,Unknown,𒈬𒊒,,,
form_696,Classical_Syriac,Unknown,ܡܽܘܗܪܳܐ,,,
form_697,Turoyo,Unknown,ܡܘܗܪܳܐ,,,
form_698,Qatabanian,Unknown,𐩣𐩠𐩧𐩩,,,
form_699,Sabaean,filly,𐩣𐩠𐩧𐩩,,,
form_700,Geez,camels,መሀር,,,
form_701,Tigre,colt,ምህር,,,
form_702,Tigrinya,Unknown,ምሂር,,,
form_703,Proto-Semitic,person,mut-,,,
form_704,Akkadian,husband,𒁮,,,
form_705,Hebrew,men,מְתִים,,,
form_706,Ugaritic,man,𐎎𐎚,,,
form_707,Geez,Unknown,ምት,,,
form_708,Proto-Semitic,evening,mušy-,,,
form_709,Akkadian,night,𒈪,,,
form_710,Akkadian,nighttime,𒈪,,,
form_711,Arabic,evening,مَسَاء,,,
form_712,Arabic,yesterday,أَمْس,,,
form_713,Arabic,Unknown,أُمْسِيَّة,,,
form_714,Aramaic,evening,רַמְשָׁא,,,
form_715,Aramaic,evening,ܪܰܡܫܳܐ,,,
form_716,Hebrew,last_night,אֶמֶשׁ,,,
form_717,Geez,evening,ምሴት,,,
form_718,Tigre,evening,ምሴት,,,
form_719,Tigrinya,evening,ምሸት,,,
form_720,Amharic,evening,ምሽት,,,
form_721,Argobba,Unknown,ሙሼድ,,,
form_722,Gafat,Unknown,məsiet,,,
form_723,Gafat,Unknown,məštä,,,
form_724,Harari,evening,ምሼት,,,
form_725,Inor,Unknown,ሙሼድ,,,
form_726,Kistane,evening,ምሸት,,,
form_727,Kistane,evening,ምሽት,,,
form_728,Soqotri,Unknown,imšin,,,
form_729,Proto-Semitic,head,muḫḫ-,,,
form_730,Akkadian,skull,𒌋𒅗,,,
form_731,Eblaite,crown,𒈬𒄷𒌝,,,
form_732,Egyptian_Arabic,anatomy,مخ,,,
form_733,Gulf_Arabic,anatomy,مخ,,,
form_734,Maltese,anatomy,moħħ,,,
form_735,Moroccan_Arabic,anatomy,مخ,,,
form_736,Kurdish,soon,mox,,,
form_737,Kurdish,Unknown,مۆخ,,,
form_738,Persian,anatomy,مخ,,,
form_739,Classical_Syriac,anatomy,ܡܘܚܐ,,,
form_740,Turoyo,anatomy,ܡܘܚܐ,,,
form_741,Hebrew,mind,מוֹחַ,,,
form_742,Ugaritic,marrow,𐎎𐎈,,,
form_743,Amharic,brain,አዕምሮ,,,
form_744,Proto-Semitic,clod,mVdr-,,,
form_745,Akkadian,bread,𒃻,,,
form_746,Arabic,thick,مَدَر,,,
form_747,Classical_Syriac,winnow,ܡܶܕܪܳܐ,,,
form_748,Biblical_Hebrew,Unknown,מֶדֶר,,,
form_749,Sabaean,Unknown,𐩣𐩵𐩧,,,
form_750,Amharic,earth,ምድር,,,
form_751,Geez,earth,ምድር,,,
form_752,Proto-Semitic,water,māy-,,,
form_753,Akkadian,water,𒀀,,,
form_754,Algerian_Arabic,water,ما,,,
form_755,Andalusian_Arabic,water,ما,,,
form_756,Baharna_Arabic,given_name,مي,,,
form_757,Chadian_Arabic,water,المي,,,
form_758,Egyptian_Arabic,water,مية,,,
form_759,Gulf_Arabic,May,ماي,,,
form_760,Hassaniya_Arabic,water,ما,,,
form_761,Hijazi_Arabic,water,موية,,,
form_762,Iraqi_Arabic,May,ماي,,,
form_763,Juba_Arabic,1English,moya,,,
form_764,Nubi,1English,moyo,,,
form_765,Libyan_Arabic,given_name,مي,,,
form_766,Maltese,without,ilma,,,
form_767,Moroccan_Arabic,water,ما,,,
form_768,North_Levantine_Arabic,given_name,مَي,,,
form_769,South_Levantine_Arabic,given_name,مي,,,
form_770,Sudanese_Arabic,water,موية,,,
form_771,Classical_Syriac,water,ܡܰܝܴ̈ܐ,,,
form_772,Mandaic,water,ࡌࡉࡀ,,,
form_773,Lishana_Deni,water,מאיא,,,
form_774,Lishana_Deni,Unknown,מאייה,,,
form_775,Dutch,water,majem,,,
form_776,Phoenician,water,𐤌𐤌,,,
form_777,Ugaritic,water,𐎎𐎊,,,
form_778,Sabaean,water,𐩣𐩥,,,
form_779,Safaitic,water,𐪃𐪚,,,
form_780,Safaitic,die,𐪃𐪚𐪉,,,
form_781,Safaitic,Unknown,𐪃𐪅𐪑,,,
form_782,Safaitic,Unknown,𐪃𐪑,,,
form_783,Harsusi,water,myōh,,,
form_784,Hobyot,water,ḥmo,,,
form_785,Mehri,2English,moh,,,
form_786,Shehri,water,míh,,,
form_787,Bathari,1English,muh,,,
form_788,Dahalik,Unknown,ማይ,,,
form_789,Geez,water,ማይ,,,
form_790,Harari,water,ሚይ,,,
form_791,Silte,May,መይ,,,
form_792,Tigre,water,ማይ,,,
form_793,Tigrinya,water,ማይ,,,
form_794,Wolane,May,መይ,,,
form_795,Zay,water,ማይ,,,
form_796,Proto-Semitic,significance,nadaw-,,,
form_797,Akkadian,Unknown,𒄿,,,
form_798,Eblaite,Unknown,𒈾𒁕𒌝,,,
form_799,Arabic,call,نَدَا,,,
form_800,Aramaic,Unknown,CAL,,,
form_801,Hebrew,separate,נִדָּה,,,
form_802,Ugaritic,Unknown,𐎐𐎄𐎊,,,
form_803,Ugaritic,Unknown,𐎐𐎄,,,
form_804,Sabaean,Unknown,𐩬𐩵𐩺,,,
form_805,Geez,Unknown,ነደየ,,,
form_806,Geez,Unknown,ነድየ,,,
form_807,Tigre,Unknown,ነዳ,,,
form_808,Tigrinya,Unknown,ነደየ,,,
form_809,Old_Georgian,Unknown,ნადი,,,
form_810,Laz,Unknown,ნოდერი,,,
form_811,Mingrelian,collective,ნოდი,,,
form_812,Svan,Unknown,ნოდა̈რ,,,
form_813,Svan,Unknown,ლინდი,,,
form_814,Proto-Semitic,river,nahar-,,,
form_815,Proto-Semitic,leopard,namir-,,,
form_816,Akkadian,Unknown,𒊊𒌉,,,
form_817,Eblaite,Unknown,𒈾𒈨𒈝,,,
form_818,Arabic,tiger,نَمِر,,,
form_819,Classical_Syriac,leopard,ܢܶܡܪܳܐ,,,
form_820,Hebrew,leopard,נָמֵר,,,
form_821,Old_South_Arabian,Unknown,𐩬𐩣𐩧,,,
form_822,Amharic,Unknown,ነብር,,,
form_823,Geez,Unknown,ነምር,,,
form_824,Tigre,tiger,ነብሪ,,,
form_825,Tigrinya,Unknown,ነምሪ,,,
form_826,Tigrinya,tiger,ነብሪ,,,
form_827,Sebat_Bet_Gurage,blemish,ነውር,,,
form_828,Harsusi,Unknown,nemr,,,
form_829,Proto-Semitic,blow,napaḫ-,,,
form_830,Akkadian,Unknown,𒃸𒃸,,,
form_831,Maltese,blow,nefaħ,,,
form_832,Classical_Syriac,blow,ܢܦܰܚ,,,
form_833,Kurdish,Unknown,nepixîn,,,
form_834,Kurdish,Unknown,nepixandin,,,
form_835,Hebrew,blow,נָפַח,,,
form_836,Amharic,blow,ነፋ,,,
form_837,Geez,Unknown,ነፍኀ,,,
form_838,Geez,Unknown,ነፍሐ,,,
form_839,Sebat_Bet_Gurage,blow,ነፋ,,,
form_840,Tigre,Unknown,ነፍሓ,,,
form_841,Tigrinya,Unknown,ነፍሔ,,,
form_842,Proto-Semitic,life,napš-,,,
form_843,Akkadian,throat,𒍣,,,
form_844,Maltese,breath,nifs,,,
form_845,Azerbaijani,breath,nəfəs,,,
form_846,Armenian,Unknown,նաֆաս,,,
form_847,Armenian,Unknown,նաֆս,,,
form_848,Baluchi,breath,نپس,,,
form_849,Khalaj,breath,nəfəs,,,
form_850,Amahai,1English,napas,,,
form_851,Tausug,1English,napas,,,
form_852,Persian,priceless,نفس,,,
form_853,Swahili,chance,nafasi,,,
form_854,Ottoman_Turkish,priceless,نفس,,,
form_855,Ottoman_Turkish,breath,nefes,,,
form_856,Uyghur,breath,نەپەس,,,
form_857,Uzbek,breath,nafas,,,
form_858,Classical_Syriac,self,ܢܲܦܼܫܵܐ,,,
form_859,Lishana_Deni,subject,נושא,,,
form_860,Hebrew,soul,נֶפֶשׁ,,,
form_861,Ugaritic,throat,𐎐𐎔𐎌,,,
form_862,Old_South_Arabian,Unknown,𐩬𐩰𐩪,,,
form_863,Amharic,Unknown,ነፍስ,,,
form_864,Argobba,breath,ነፍስ,,,
form_865,Geez,breath,ነፍስ,,,
form_866,Harari,Unknown,ነፍሲ,,,
form_867,Sebat_Bet_Gurage,breath,ነፍስ,,,
form_868,Tigrinya,Unknown,ነፍሲ,,,
form_869,Tigrinya,Unknown,personal pronouns,,,
form_870,Tigre,breath,ነፍስ,,,
form_871,Proto-Semitic,whittle,naḥat-,,,
form_872,Akkadian,Unknown,𒉡𒄴𒄷𒌅,,,
form_873,Arabic,carve,نَحَتَ,,,
form_874,Ugaritic,prepare,𐎐𐎈𐎚,,,
form_875,Sabaean,Unknown,𐩬𐩢𐩩,,,
form_876,Old_Armenian,reproach,նախատեմ,,,
form_877,Proto-Semitic,cat,naḥaš-,,,
form_878,Akkadian,lion,𒌨𒈤,,,
form_879,Arabic,dispel,حَنَش,,,
form_880,Arabic,Unknown,نَهَّاس,,,
form_881,Arabic,Unknown,نَهُوس,,,
form_882,Arabic,Unknown,مِنْهَس,,,
form_883,Hebrew,divine,נָחָשׁ,,,
form_884,Ugaritic,serpent,𐎐𐎈𐎌,,,
form_885,Proto-Semitic,snort,naḫar-,,,
form_886,Akkadian,Unknown,𒍝𒊏𒄷,,,
form_887,Maltese,snore,naħar,,,
form_888,Classical_Syriac,Unknown,ܢܚܰܪ,,,
form_889,Hebrew,Unknown,נָחַר,,,
form_890,Ugaritic,dolphin,𐎀𐎐𐎃𐎗,,,
form_891,Geez,Unknown,ንኅረ,,,
form_892,Proto-Semitic,we,niḥnu,,,
form_893,Akkadian,we,𒉌𒄿𒉡,,,
form_894,Arabic,we,نَحْنُ,,,
form_895,Classical_Syriac,we,ܐܢܰܚܢܰܢ,,,
form_896,Classical_Syriac,Unknown,ܐܢܳܢ,,,
form_897,Hebrew,Unknown,אֲנַחְנוּ,,,
form_898,Hebrew,we,אֲנוּ,,,
form_899,Phoenician,Unknown,𐤍𐤇𐤍,,,
form_900,Phoenician,we,𐤀𐤍𐤇𐤍,,,
form_901,Amharic,we,እኛ,,,
form_902,Geez,Unknown,ንሕነ,,,
form_903,Tigrinya,we,ንሕና,,,
form_904,Soqotri,attached,حن,,,
form_905,Proto-Semitic,light,nūr-,,,
form_906,Akkadian,light,𒂟,,,
form_907,Avar,light,нур,,,
form_908,Bashkir,light,нур,,,
form_909,Bengali,light,নূর,,,
form_910,Turkish,1English,nur,,,
form_911,Tajik,light,нур,,,
form_912,Swahili,Romaji,nuru,,,
form_913,Uyghur,light,نۇر,,,
form_914,Uzbek,1English,nur,,,
form_915,Maltese,they,nar,,,
form_916,Moroccan_Arabic,fire,نار,,,
form_917,Bengali,fire,নার,,,
form_918,Persian,fire,نار,,,
form_919,Ottoman_Turkish,fire,نار,,,
form_920,Classical_Syriac,fire,ܢܽܘܪܳܐ,,,
form_921,Hebrew,light,נוּר,,,
form_922,Hebrew,Candle,נֵר,,,
form_923,Ugaritic,Unknown,𐎐𐎗,,,
form_924,Old_South_Arabian,Unknown,𐩬𐩥𐩧,,,
form_925,Proto-Semitic,Unknown,patal-,,,
form_926,Akkadian,Unknown,𒉺𒋫𒇻,,,
form_927,Maltese,Unknown,fettel,,,
form_928,Kurdish,Unknown,fetilîn,,,
form_929,Kurdish,Unknown,fitilîn,,,
form_930,Classical_Syriac,turn,ܦܱ݁ܬܱ݁ܠ,,,
form_931,Hebrew,twist,פָּתַל,,,
form_932,Amharic,twist,በጠለ,,,
form_933,Argobba,twist,በጠለ,,,
form_934,Gafat,twist,በጠለ,,,
form_935,Geez,twist,ፈተለ,,,
form_936,Harari,Unknown,በጠላ,,,
form_937,Sebat_Bet_Gurage,twist,በጠለ,,,
form_938,Tigre,Unknown,ፈትላ,,,
form_939,Tigrinya,twist,ፈተለ,,,
form_940,Proto-Semitic,open,pataḥ-,,,
form_941,Akkadian,open,𒉿𒌅𒌑𒌝,,,
form_942,Egyptian_Arabic,to_open,فتح,,,
form_943,Maltese,open,fetaħ,,,
form_944,Moroccan_Arabic,to_open,فتح,,,
form_945,South_Levantine_Arabic,to_open,فتح,,,
form_946,Northeastern_Neo-Aramaic,open,ܦܵܬܹܚ,,,
form_947,Hebrew,open,פָּתַח,,,
form_948,Ugaritic,open,𐎔𐎚𐎈,,,
form_949,Geez,Unknown,ፈተሐ,,,
form_950,Proto-Semitic,mouth,pay-,,,
form_951,Akkadian,mouth,𒅗,,,
form_952,Maltese,anatomy,fomm,,,
form_953,Classical_Syriac,anatomy,ܦܾ݁ܘܡܳܐ,,,
form_954,Hebrew,here,פֶּה,,,
form_955,Ugaritic,Ugaritic,𐎔,,,
form_956,Old_South_Arabian,Old_South_Arabian,𐩰,,,
form_957,Amharic,mouth,አፍ,,,
form_958,Argobba,mouth,አፍ,,,
form_959,Geez,mouth,አፍ,,,
form_960,Gurage,mouth,አፍ,,,
form_961,Harari,mouth,አፍ,,,
form_962,Tigre,mouth,አፍ,,,
form_963,Tigrinya,mouth,አፍ,,,
form_964,Proto-Semitic,mouse,paʔr-,,,
form_965,Akkadian,Unknown,𒉾𒌉,,,
form_966,Gulf_Arabic,mouse,فار,,,
form_967,Maltese,1English,far,,,
form_968,Moroccan_Arabic,mouse,فار,,,
form_969,Amharic,Unknown,ፍርፍር,,,
form_970,Harari,Unknown,فُوءْر,,,
form_971,Inor,Unknown,ፉኡር,,,
form_972,Sebat_Bet_Gurage,Unknown,ፉር,,,
form_973,Proto-Semitic,lascivious,paḥal-,,,
form_974,Akkadian,Unknown,𒁍𒄩𒇻,,,
form_975,Arabic,stallion,فَحْل,,,
form_976,Classical_Mandaic,Unknown,ࡐࡉࡇࡋࡀ,,,
form_977,Classical_Syriac,Unknown,ܦܱ݁ܚܠܳܐ,,,
form_978,Classical_Syriac,Unknown,ܦܴ݁ܚܠܳܐ,,,
form_979,Classical_Syriac,Unknown,ܦܷ݁ܚܠܴܐ,,,
form_980,Ugaritic,donkey,𐎔𐎈𐎍,,,
form_981,Geez,Unknown,ፈሐል,,,
form_982,Geez,Unknown,ፈሓል,,,
form_983,Geez,Unknown,ፋሕል,,,
form_984,Proto-Semitic,fruit,piry-,,,
form_985,Hebrew,fruit,פְּרִי,,,
form_986,Ugaritic,fruit,𐎔𐎗,,,
form_987,Geez,fruit,ፍሬ,,,
form_988,Proto-Semitic,side,piʔat-,,,
form_989,Aramaic,nose,*ʔanp-,,,
form_990,Aramaic,Unknown,אַפּוּתָא,,,
form_991,Aramaic,Unknown,ࡐࡅࡕࡀ,,,
form_992,Aramaic,forehead,ܐܰܦܾ݁ܘܬܳܐ,,,
form_993,Hebrew,anatomy,פֹּת,,,
form_994,Eblaite,Unknown,𒉈𒀀𒌈,,,
form_995,Arabic,group,فِئَة,,,
form_996,Classical_Syriac,anatomy,ܦܱ݁ܐܬܳܐ,,,
form_997,Classical_Syriac,wide,ܦܱ݁ܬܳܐ,,,
form_998,Akkadian,Unknown,𒁉𒀀𒌈,,,
form_999,Hebrew,wig,פֵּאָה,,,
form_1000,Hebrew,Unknown,פְּאַת,,,
form_1001,Ugaritic,Unknown,𐎔𐎀𐎚,,,
form_1002,Geez,for,*la-,,,
form_1003,Geez,thence,ለፌ,,,
form_1004,Tigrinya,face,ፊት,,,
form_1005,Argobba,Unknown,ፊድ,,,
form_1006,Harari,face,ፊት,,,
form_1007,Aymallal,Unknown,ኢፍት,,,
form_1008,Goggot,Unknown,ኢፍት,,,
form_1009,Silte,Unknown,ኡፍት,,,
form_1010,Wolane,Unknown,ኡፍት,,,
form_1011,Zay,Unknown,እፊት,,,
form_1012,Mesqan,Unknown,ኢፍት,,,
form_1013,Sebat_Bet_Gurage,Unknown,ዪፍት,,,
form_1014,Sebat_Bet_Gurage,Unknown,ኢፍት,,,
form_1015,Soqotri,Unknown,fī́ʾɔh,,,
form_1016,Proto-Semitic,flea,purḡūṯ-,,,
form_1017,Akkadian,insect,𒄴,,,
form_1018,Eblaite,Unknown,𒁓𒄩𒋧,,,
form_1019,Gulf_Arabic,flea,برغوث,,,
form_1020,Maltese,flea,bergħud,,,
form_1021,Moroccan_Arabic,Unknown,برغوت,,,
form_1022,Classical_Syriac,flea,ܦܾ݁ܘܪܬܱ݁ܥܢܳܐ,,,
form_1023,Hebrew,flea,פַּרְעוֹשׁ,,,
form_1024,Ugaritic,Unknown,𐎔𐎗𐎙𐎘,,,
form_1025,Proto-Semitic,expand,rabb-,,,
form_1026,Akkadian,wide,𒂼,,,
form_1027,Arabic,master,رَبَّ,,,
form_1028,Classical_Syriac,Unknown,ܪܒܒ,,,
form_1029,Geez,Unknown,ረበ,,,
form_1030,Geez,Unknown,ረበበ,,,
form_1031,Proto-Semitic,throw,ramay-,,,
form_1032,Akkadian,Unknown,𒊏𒈬𒌋,,,
form_1033,Maltese,Unknown,rema,,,
form_1034,Biblical_Aramaic_Jewish_Palestinian_Aramaic_Jewish_Literary_Aramaic_Jewish_Babylonian_Aramaic,high,רְמָא,,,
form_1035,Classical_Mandaic,Unknown,ࡓࡌࡀ,,,
form_1036,Classical_Syriac,high,ܪܡܰܐ,,,
form_1037,Hebrew,highlands,רָמָה,,,
form_1038,Ugaritic,throw,𐎗𐎎𐎊,,,
form_1039,Geez,Unknown,ረመየ,,,
form_1040,Proto-Semitic,high,rayam-,,,
form_1041,Akkadian,lie,𒊑,,,
form_1042,Eblaite,Unknown,𒉌𒊏𒈬,,,
form_1043,Arabic,aspire,رَامَ,,,
form_1044,Christian_Palestinian_Aramaic_Classical_Syriac,Unknown,ܪܳܡ,,,
form_1045,Hebrew,high,רָם,,,
form_1046,Ugaritic,Unknown,𐎗𐎎,,,
form_1047,Old_South_Arabian,Unknown,𐩧𐩺𐩣,,,
form_1048,Geez,Unknown,ረየመ,,,
form_1049,Egyptian,Unknown,rꜣmꜥ,,,
form_1050,Egyptian,Unknown,rwmw,,,
form_1051,Proto-Semitic,head,raʔš-,,,
form_1052,Akkadian,head,𒊕,,,
form_1053,Eblaite,head,𒌷𒉈,,,
form_1054,Egyptian_Arabic,Unknown,راس,,,
form_1055,Gulf_Arabic,head,راس,,,
form_1056,Maltese,1English,ras,,,
form_1057,Moroccan_Arabic,head,راس,,,
form_1058,Punjabi,geography,ਰਾਸ,,,
form_1059,Swahili,agriculture,rasi,,,
form_1060,Ottoman_Turkish,head,رأس,,,
form_1061,Classical_Syriac,anatomy,ܪܶܝܫܳܐ,,,
form_1062,Hebrew,anatomy,רֹאשׁ,,,
form_1063,Hebrew,Unknown,רָאשִׁים,,,
form_1064,Hebrew,beginning,רֵאשִׁית,,,
form_1065,Hebrew,first,רִאשׁוֹן,,,
form_1066,Moabite,head,𐤓𐤔,,,
form_1067,Phoenician,head,𐤓𐤀𐤔,,,
form_1068,Ugaritic,head,𐎗𐎛𐎌,,,
form_1069,Old_South_Arabian,head,𐩧𐩱𐩪,,,
form_1070,Sabaean,head,𐩧𐩱𐩪,,,
form_1071,Amharic,head,ራስ,,,
form_1072,Geez,head,ርእስ,,,
form_1073,Tigre,head,ረኣስ,,,
form_1074,Tigrinya,head,ርእሲ,,,
form_1075,Proto-Semitic,herd,raʕay-,,,
form_1076,Akkadian,Unknown,𒊑𒂍𒌝,,,
form_1077,Maltese,graze,ragħa,,,
form_1078,Imperial_Aramaic,Unknown,𐡓𐡏𐡉,,,
form_1079,Aramaic,Unknown,רְעֵי,,,
form_1080,Aramaic,feed,רְעָא,,,
form_1081,Classical_Syriac,Unknown,ܪܥܵܐ,,,
form_1082,Biblical_Hebrew,bad,רָעָה,,,
form_1083,Phoenician,Unknown,𐤓𐤏,,,
form_1084,Ugaritic,shepherd,𐎗𐎓𐎊,,,
form_1085,Sabaean,Unknown,𐩧𐩲𐩺,,,
form_1086,Geez,Unknown,ርዕየ,,,
form_1087,Proto-Semitic,thunder,raʕd-,,,
form_1088,Akkadian,Unknown,𒊏𒀀𒁺𒌝,,,
form_1089,Maltese,thunder,ragħad,,,
form_1090,Moroccan_Arabic,thunder,رعد,,,
form_1091,Persian,thunder,رعد,,,
form_1092,Swahili,mathematics,radi,,,
form_1093,Ugaritic,thunder,𐎗𐎓𐎚,,,
form_1094,Christian_Palestinian_Aramaic,Unknown,ܪܥܕ,,,
form_1095,Harari,Unknown,ራእዲ,,,
form_1096,Argobba,Unknown,ራኣድ,,,
form_1097,Proto-Semitic,palm,raḥat-,,,
form_1098,Akkadian,Unknown,rittum,,,
form_1099,Akkadian,Unknown,rettum,,,
form_1100,Arabic,rest,رَاحَة,,,
form_1101,Arabic,rest,رَاحَة,,,
form_1102,Classical_Syriac,palm,ܠܰܚܬܳܐ,,,
